#,Season,Name,Team,ERA,FIP,GB%,WAR,xFIP,WPA,K%,BB%,K-BB%,xERA
468,2016,Jake Thompson,PHI,5.7,6.17,46.40%,-0.4,5.64,-0.78,13.50%,11.80%,1.70%,
469,2016,Luis Perdomo,SDP,4.85,4.69,61.10%,0.5,3.82,-1.79,15.90%,5.90%,10.00%,
470,2016,Julio Urías,LAD,3.25,3.02,41.20%,1.7,3.66,0.69,25.80%,9.10%,16.80%,
471,2016,Zack Godley,ARI,7.31,5.42,49.10%,0,4.75,-1.41,15.20%,7.60%,7.60%,
472,2016,Jon Gray,COL,4.61,3.6,43.50%,3.6,3.61,0.29,26.00%,8.30%,17.70%,
473,2016,Aaron Blair,ATL,7.59,6.15,39.70%,-0.6,5.66,-1.98,14.20%,10.50%,3.70%,
474,2016,Chad Kuhl,PIT,4.2,3.95,44.30%,0.9,4.53,0.05,17.60%,6.60%,11.00%,
475,2016,Braden Shipley,ARI,4.76,5.89,40.00%,-0.3,5.1,0.07,14.10%,9.30%,4.80%,
476,2016,Daniel Wright,2 Tms,5.66,5.03,37.80%,0.2,5.27,-1.06,12.40%,5.20%,7.20%,
477,2016,Cody Reed,CIN,7.36,6.06,51.90%,-0.3,4.29,-2.11,18.70%,8.30%,10.40%,
478,2016,Chad Green,NYY,5.94,6.09,35.30%,-0.2,3.81,-0.42,27.20%,7.40%,19.80%,
479,2016,Sean Manaea,OAK,3.87,4.08,44.50%,2,3.95,0.91,20.80%,6.40%,14.40%,
480,2016,Luke Weaver,STL,4.54,3.79,31.30%,0.5,3.1,-0.38,27.80%,7.00%,20.90%,
481,2016,Daniel Mengden,OAK,6.5,4.34,39.50%,0.8,4.57,-2.34,21.40%,9.90%,11.40%,
482,2016,Aríel Miranda,SEA,3.44,5.31,30.80%,0.2,5.19,0.28,18.10%,8.30%,9.70%,
483,2016,Kenta Maeda,LAD,3.48,3.58,43.90%,2.9,3.7,0.99,25.00%,7.00%,18.00%,
484,2017,Austin Bibens-Dirkx,TEX,4.72,6.94,41.90%,-0.3,5.54,0.14,10.60%,6.30%,4.20%,
485,2017,Parker Bridwell,LAA,3.76,4.9,37.80%,0.8,5.12,0.77,15.10%,6.30%,8.80%,
486,2017,Sam Gaviglio,2 Tms,4.35,5.83,49.50%,-0.2,4.88,-0.1,14.90%,8.10%,6.80%,
487,2017,Alex Meyer,LAA,3.74,4.14,46.50%,0.9,4.38,0.21,25.70%,14.40%,11.30%,
488,2017,Adalberto Mejía,MIN,4.5,4.65,39.30%,1,5.03,-0.2,19.20%,9.90%,9.30%,
489,2017,Lucas Sims,ATL,5.79,5.38,37.70%,0,5.21,-0.5,16.90%,9.10%,7.80%,
490,2017,Robert Stephenson,CIN,3.41,4.26,38.20%,0.9,4.98,0.3,22.00%,14.20%,7.90%,
491,2017,Jakob Junis,KCR,4.16,4.45,40.50%,1.1,4.75,0.58,18.50%,5.10%,13.40%,
492,2017,Jharel Cotton,OAK,5.58,5.68,37.00%,-0.1,5.38,-2.09,18.60%,9.40%,9.20%,
493,2017,Sal Romano,CIN,4.45,4.24,50.40%,1.4,4.47,-0.67,19.00%,9.60%,9.40%,
494,2017,Robert Gsellman,NYM,5.29,4.99,49.50%,0.5,4.83,-1.9,14.60%,7.70%,6.90%,
495,2017,Jake Faria,TBR,3.42,4.14,39.50%,1.3,4.46,0.45,23.20%,9.10%,14.10%,
496,2017,Chris Stratton,SFG,2.98,4.23,40.90%,0.6,4.52,0.62,19.80%,11.30%,8.60%,
497,2017,Chris Flexen,NYM,7.78,7.17,39.90%,-0.7,6.31,-1.31,14.10%,14.60%,-0.50%,
498,2017,Brent Suter,MIL,3.45,3.83,46.30%,1.4,4.02,0.51,18.60%,5.50%,13.10%,
499,2017,Ty Blach,SFG,4.81,4.4,47.20%,1.3,4.85,-0.68,11.10%,5.50%,5.50%,
500,2017,Tyler Glasnow,PIT,7.89,6.21,42.90%,-0.3,5.37,-2.69,18.80%,12.40%,6.40%,
501,2017,Amir Garrett,CIN,7.49,7.48,42.40%,-1.1,5.15,-1.99,19.90%,11.80%,8.20%,
502,2017,Paul Blackburn,OAK,3.22,4.38,56.30%,0.6,4.76,0.61,9.20%,6.70%,2.50%,
503,2017,Dylan Covey,CHW,7.67,6.98,47.00%,-0.8,5.58,-1.86,13.00%,10.30%,2.70%,
504,2017,Ben Lively,PHI,4.26,4.97,38.20%,0.9,5.58,-0.36,14.00%,6.50%,7.50%,
505,2017,Germán Márquez,COL,4.39,4.4,45.20%,2.4,4.18,0.92,21.00%,7.00%,14.00%,
506,2017,Austin Pruitt,TBR,4.19,4.9,46.20%,0.2,4.59,-0.05,17.70%,5.10%,12.60%,
507,2017,Nick Pivetta,PHI,6.02,4.87,43.80%,1.3,4.26,-1.32,24.00%,9.80%,14.20%,
508,2017,Lucas Giolito,CHW,2.38,4.94,45.00%,0.3,4.42,0.62,19.00%,6.70%,12.30%,
509,2017,Antonio Senzatela,COL,5.03,5,48.70%,0.9,4.47,0.45,16.70%,8.30%,8.50%,
510,2017,Mark Leiter Jr.,PHI,5.19,5.33,45.70%,0.3,4.24,-0.78,20.80%,5.70%,15.10%,
511,2017,Luis Castillo,CIN,3.12,3.74,58.80%,1.9,3.41,1.06,27.30%,8.90%,18.40%,
512,2017,Brandon Woodruff,MIL,4.81,4.37,47.40%,0.5,4.72,0.53,17.40%,7.60%,9.80%,
513,2017,Daniel Gossett,OAK,6.11,5.59,43.10%,-0.1,4.53,-2.26,17.40%,7.50%,9.90%,
514,2017,Kyle Freeland,COL,4.15,4.69,54.60%,1.9,4.76,0.71,15.00%,9.20%,5.70%,
515,2017,Reynaldo López,CHW,4.72,4.75,30.20%,0.6,5.75,-0.25,14.50%,6.80%,7.70%,
516,2017,Jordan Montgomery,NYY,3.88,4.07,40.70%,2.6,4.45,0.77,22.20%,7.90%,14.30%,
517,2017,Luke Weaver,STL,4.23,3.12,50.70%,1.3,2.73,0.3,29.60%,6.00%,23.60%,
518,2017,Sean Newcomb,ATL,4.32,4.19,43.80%,1.1,4.52,-0.64,23.70%,12.50%,11.20%,
519,2017,Trevor Williams,PIT,3.96,3.91,49.80%,2.6,4.35,0.9,18.20%,7.60%,10.50%,
520,2017,Dinelson Lamet,SDP,4.57,4.35,37.10%,1.4,4.2,-0.45,28.70%,11.10%,17.50%,
521,2017,Jeff Hoffman,COL,5.28,4.69,42.90%,1.1,5,0.31,18.10%,8.40%,9.70%,
522,2017,Andrew Moore,SEA,5.26,5.96,27.80%,-0.2,5.82,-0.77,10.90%,2.80%,8.10%,
523,2018,Nick Kingham,PIT,5.32,5.67,39.70%,-0.3,4.56,-1.23,20.20%,7.50%,12.80%,
524,2018,Matt Koch,ARI,4.68,6.45,43.10%,-1.1,5.1,-0.34,12.00%,6.80%,5.20%,
525,2018,Corey Oswalt,NYM,4.72,5.65,42.80%,-0.2,4.81,-0.88,16.50%,7.20%,9.30%,
526,2018,Brian Johnson,BOS,4.15,5.17,36.00%,0.1,4.91,0.36,19.80%,8.60%,11.20%,
527,2018,Dereck Rodríguez,SFG,2.89,3.81,39.60%,1.6,4.57,1.18,17.90%,7.20%,10.70%,
528,2018,Caleb Smith,MIA,4.19,3.96,28.40%,1.2,4.42,-0.08,27.00%,10.10%,16.90%,
529,2018,Yefry Ramírez,BAL,6.92,5.88,32.10%,0,5.52,-1,21.40%,12.90%,8.50%,
530,2018,Brad Keller,KCR,3.28,3.56,52.90%,2.4,4.3,1.51,16.80%,8.70%,8.10%,
531,2018,Fernando Romero,MIN,4.69,4.35,46.20%,0.7,4.55,-0.21,18.20%,7.70%,10.50%,
532,2018,Ryne Stanek,TBR,3.37,3.81,33.00%,0.7,3.88,0.49,32.70%,10.50%,22.20%,
533,2018,David Hess,BAL,4.84,5.77,35.00%,0.1,5.52,-0.54,15.90%,8.20%,7.70%,
534,2018,Eric Skoglund,KCR,5.29,5.1,41.20%,0.2,4.87,-0.67,16.80%,6.30%,10.50%,
535,2018,Ryan Borucki,TOR,3.87,3.8,46.80%,1.7,4.62,-0.38,16.10%,8.00%,8.20%,
536,2018,Tyler Mahle,CIN,4.98,5.25,38.70%,0.4,4.45,-0.91,21.70%,10.50%,11.20%,
537,2018,Austin Gomber,STL,4.26,3.7,40.50%,1,4.3,-0.07,20.80%,8.60%,12.20%,
538,2018,Jefry Rodriguez,WSN,6.75,6.32,42.00%,-0.3,5.8,-1.06,17.40%,15.70%,1.70%,
539,2018,Ariel Jurado,TEX,5.71,5.16,54.10%,0.3,4.83,-0.31,9.10%,6.80%,2.30%,
540,2018,Sean Reid-Foley,TOR,5.13,4.96,37.20%,0.2,4.21,-0.61,28.00%,14.00%,14.00%,
541,2018,Pablo López,MIA,4.14,4.49,50.00%,0.4,4.15,0.08,18.60%,7.30%,11.30%,
542,2018,Domingo Germán,NYY,6.19,4.68,39.60%,0.6,4.12,-1.45,26.20%,8.60%,17.50%,
543,2018,Thomas Pannone,TOR,4.54,5.91,34.50%,0,6.09,0.26,12.60%,9.30%,3.30%,
544,2018,Erick Fedde,WSN,5.54,4.71,53.10%,0.3,3.83,-0.43,21.20%,10.10%,11.10%,
545,2018,Heath Fillmyer,KCR,4.56,4.63,45.50%,0.6,4.56,-0.06,16.70%,9.00%,7.70%,
546,2018,Jack Flaherty,STL,3.34,3.86,42.10%,2.3,3.58,1.17,29.60%,9.60%,20.00%,
547,2018,Jacob Nix,SDP,7.02,5.83,39.70%,-0.4,5.6,-0.88,11.10%,6.80%,4.20%,
548,2018,Andrew Suárez,SFG,4.49,4.3,51.30%,1.2,3.77,-0.29,19.50%,6.80%,12.80%,
549,2018,Jaime Barria,LAA,3.41,4.58,37.10%,1.4,4.99,1.16,18.20%,8.80%,9.50%,
550,2018,Freddy Peralta,MIL,4.4,3.85,30.90%,1.1,4.35,-0.1,30.00%,12.90%,17.20%,
551,2018,Sandy Alcantara,MIA,3.44,4.75,47.70%,0.1,5.16,0.23,20.50%,15.80%,4.80%,
552,2018,Trevor Richards,MIA,4.42,4.05,35.80%,1.3,4.29,-0.5,23.80%,9.90%,13.90%,
553,2018,Eric Lauer,SDP,4.34,4.51,37.60%,0.8,4.51,-0.56,19.80%,9.10%,10.70%,
554,2018,Joey Lucchesi,SDP,4.08,4.31,44.70%,1,3.45,-0.85,26.50%,7.80%,18.60%,
555,2018,Walker Buehler,LAD,2.31,2.92,50.30%,3.3,3.15,3.01,28.40%,6.80%,21.60%,
556,2018,Shane Bieber,CLE,4.25,2.96,45.30%,2.9,3.22,0.62,25.30%,4.50%,20.70%,
557,2018,Shohei Ohtani,LAA,3.31,3.57,39.20%,1.1,3.53,0.92,29.90%,10.40%,19.40%,
558,2019,Manny Bañuelos,CHW,8.05,7.4,30.30%,-0.4,6.03,-0.72,19.30%,12.70%,6.60%,
559,2019,Merrill Kelly,ARI,4.42,4.51,42.00%,1.9,4.58,0.14,20.30%,7.30%,13.00%,
560,2019,Ryan Carpenter,DET,9.3,6.93,35.30%,-0.4,6.12,-1.73,12.70%,6.60%,6.10%,
561,2019,Adrian Houser,MIL,4.57,4.22,51.80%,1,3.71,-0.57,24.20%,7.50%,16.70%,
562,2019,Adrian Sampson,TEX,6.41,6.1,40.80%,0.1,5.09,-0.88,18.80%,5.30%,13.40%,
563,2019,Austin Voth,WSN,3.48,4.01,34.30%,0.9,4.65,0.98,24.20%,7.90%,16.40%,
564,2019,Dario Agrazal,PIT,5.05,6,39.90%,-0.1,5.95,-1.09,12.70%,5.70%,7.00%,
565,2019,Daniel Ponce de Leon,STL,4.15,4.74,46.90%,0.4,5.14,0.1,20.80%,12.80%,8.10%,
566,2019,Spencer Turnbull,DET,4.61,3.99,48.30%,2.8,4.63,-0.51,22.30%,9.00%,13.30%,
567,2019,John Means,BAL,3.73,4.48,30.60%,2.9,5.61,0.88,17.90%,5.80%,12.10%,
568,2019,Erik Swanson,SEA,7.56,6.84,32.20%,-0.3,5.27,-0.9,17.00%,3.40%,13.60%,
569,2019,Tyler Beede,SFG,5.03,5.07,44.20%,0.3,4.56,-0.66,21.30%,8.00%,13.30%,
570,2019,Justus Sheffield,SEA,5.45,4.27,52.00%,0.4,4.45,-0.15,22.10%,9.10%,13.00%,
571,2019,Framber Valdez,HOU,7.07,5.77,70.60%,0,3.88,-0.47,23.20%,13.70%,9.50%,
572,2019,Jordan Yamamoto,MIA,4.46,4.51,35.60%,0.9,4.89,-0.17,25.20%,11.10%,14.20%,
573,2019,Mitch Keller,PIT,7.13,3.19,39.20%,1.3,3.47,-1.46,28.60%,7.00%,21.60%,
574,2019,Taylor Clarke,ARI,5.88,6.21,39.80%,-0.4,5.61,-1.2,17.60%,8.30%,9.30%,
575,2019,Tyler Alexander,DET,4.54,3.91,40.80%,0.9,4.38,0,18.90%,2.70%,16.20%,
576,2019,Trent Thornton,TOR,5.04,4.8,31.00%,1.5,5.07,-0.57,21.70%,9.50%,12.20%,
577,2019,Peter Lambert,COL,7.25,5.97,47.30%,0,5.29,-1.53,13.60%,8.60%,5.00%,
578,2019,Logan Webb,SFG,5.22,4.12,48.80%,0.5,3.89,-0.33,21.30%,8.00%,13.20%,
579,2019,Jacob Waguespack,TOR,4.13,4.81,40.30%,0.7,5.33,-0.03,17.90%,8.90%,8.90%,
580,2019,Alex Young,ARI,3.86,4.95,47.10%,0.5,4.61,0.06,21.20%,8.30%,12.90%,
581,2019,Michael Soroka,ATL,2.68,3.45,51.20%,4,3.85,3.45,20.30%,5.80%,14.40%,
582,2019,José Urquidy,HOU,4.24,3.54,44.10%,0.8,3.61,0.15,25.90%,4.30%,21.60%,
583,2019,Dylan Cease,CHW,5.79,5.19,45.70%,0.7,4.42,-0.97,24.80%,10.70%,14.10%,
584,2019,Sandy Alcantara,MIA,3.88,4.55,44.60%,2.3,5.17,0.13,18.00%,9.70%,8.40%,
585,2019,Kolby Allard,TEX,4.96,4.01,45.00%,1.1,5.08,-0.08,15.90%,9.10%,6.70%,
586,2019,Robert Dugger,MIA,5.77,5.95,38.90%,-0.1,6.17,-0.68,16.00%,10.90%,5.10%,
587,2019,Dakota Hudson,STL,3.36,4.92,56.90%,1,4.53,1.41,18.00%,11.30%,6.80%,
588,2019,Zac Gallen,2 Tms,2.81,3.61,38.90%,1.6,4.15,1.38,28.70%,10.80%,18.00%,
589,2019,Cal Quantrill,SDP,5.69,4.52,42.90%,0.9,4.59,-0.73,19.50%,6.00%,13.50%,
590,2019,Patrick Sandoval,LAA,5.24,5.08,44.70%,0.2,4.37,-0.22,22.80%,11.40%,11.40%,
591,2019,Shaun Anderson,SFG,5.33,4.97,43.50%,0.4,4.91,-1.39,14.90%,8.40%,6.50%,
592,2019,Aaron Civale,CLE,2.34,3.4,40.50%,1.5,4.61,1.5,20.30%,7.00%,13.20%,
593,2019,Griffin Canning,LAA,4.18,4.26,36.70%,1.5,4.73,0.36,25.30%,7.80%,17.50%,
594,2019,José Suarez,LAA,6.85,6.68,36.10%,-0.4,5.72,-1.61,19.50%,8.50%,11.10%,
595,2019,Zach Plesac,CLE,3.81,4.94,39.10%,0.9,5.06,1.16,18.50%,8.40%,10.10%,
596,2019,Chris Paddack,SDP,3.33,3.95,40.20%,2.4,4.05,1.24,26.90%,5.50%,21.50%,
597,2019,Brendan McKay,TBR,5.4,4.14,35.30%,0.7,4.38,-0.56,25.70%,7.30%,18.40%,
598,2019,Nick Margevicius,SDP,6.41,5.84,42.50%,-0.2,5.04,-1,15.60%,7.00%,8.60%,
599,2019,Yusei Kikuchi,SEA,5.46,5.71,44.00%,0.2,5.18,-2.26,16.10%,6.90%,9.20%,
600,2020,Chris Mazza,BOS,5.01,4.69,32.00%,0.2,5.33,-0.17,18.70%,9.30%,9.30%,
601,2020,Tejay Antone,CIN,3.86,5.4,56.10%,0.1,4.66,0.2,25.70%,14.30%,11.40%,
602,2020,Ryan Castellani,COL,6.1,8.1,37.00%,-0.7,6.89,-0.15,12.70%,14.40%,-1.70%,
603,2020,Justus Sheffield,SEA,3.58,3.17,50.60%,1.6,4.27,0.64,20.70%,8.60%,12.10%,
604,2020,JT Brubaker,PIT,5.53,4.37,48.40%,0.6,4.26,-0.53,22.20%,8.60%,13.50%,
605,2020,Mitch Keller,PIT,2.91,6.75,44.20%,-0.2,6.57,0.41,18.40%,20.70%,-2.30%,
606,2020,Cristian Javier,HOU,3.68,5.28,29.30%,0.4,5.08,0.88,23.60%,8.90%,14.80%,
607,2020,Adbert Alzolay,CHC,3.31,3.56,43.20%,0.3,3.94,0.01,29.40%,14.70%,14.70%,
608,2020,Cody Ponce,PIT,2.63,5.83,34.20%,0,5.65,0.29,17.30%,9.60%,7.70%,
609,2020,Logan Webb,SFG,5.73,4.14,49.00%,0.7,4.49,-0.56,20.50%,9.60%,11.00%,
610,2020,Triston McKenzie,CLE,3.68,4.42,39.70%,0.4,3.86,0.47,31.60%,7.90%,23.70%,
611,2020,Thomas Eshelman,BAL,4.91,6.33,26.90%,0,6.07,-0.36,13.80%,6.20%,7.70%,
612,2020,José Urquidy,HOU,2.73,4.71,35.60%,0.3,5.36,0.47,14.70%,6.90%,7.80%,
613,2020,Justin Dunn,SEA,4.34,6.54,32.30%,-0.3,6.23,-0.06,19.20%,15.70%,3.50%,
614,2020,Dean Kremer,BAL,4.82,2.76,30.60%,0.7,5.14,0.33,26.50%,14.50%,12.00%,
615,2020,Keegan Akin,BAL,4.03,2.52,32.80%,0.9,3.34,-0.18,33.30%,8.80%,24.50%,
616,2020,Tony Gonsolin,LAD,1.94,1.94,34.30%,1.9,3.53,1.27,27.90%,3.90%,24.00%,
617,2020,Dane Dunning,CHW,3.97,3.99,45.10%,0.7,4.16,-0.15,24.60%,9.20%,15.50%,
618,2020,Patrick Sandoval,LAA,6.75,6.67,52.30%,-0.2,5.05,-0.88,15.70%,9.60%,6.10%,
619,2020,Kyle Wright,ATL,5.21,5.9,44.60%,-0.2,5.33,-0.41,17.90%,14.30%,3.60%,
620,2020,Sixto Sánchez,MIA,3.46,3.5,58.00%,1,4.08,0.72,20.90%,7.00%,13.90%,
621,2020,Kyle Cody,TEX,1.96,4.23,44.40%,0.4,5.83,0.27,15.80%,13.20%,2.60%,
622,2020,Dustin May,LAD,2.89,4.63,52.50%,0.5,4.25,0.5,17.40%,6.80%,10.50%,
623,2020,Daniel Castano,MIA,3.86,5.16,45.80%,0.1,5.56,-0.12,9.80%,8.80%,1.00%,
624,2020,Michael King,NYY,8.36,4.91,38.10%,0.1,5.39,-0.4,23.50%,13.20%,10.30%,
625,2020,Brandon Bielak,HOU,7.06,8.31,36.20%,-0.5,6.1,-0.43,16.20%,12.10%,4.00%,
626,2020,Tanner Houck,BOS,0.53,3.25,46.90%,0.4,3.73,0.58,33.30%,14.30%,19.00%,
627,2020,Ljay Newsome,SEA,5.68,5.48,34.80%,0,5.29,-0.02,14.30%,1.80%,12.50%,
628,2020,Ian Anderson,ATL,1.95,2.54,52.50%,1.1,3.45,0.72,29.70%,10.10%,19.60%,
629,2020,Jesús Luzardo,OAK,3.83,4.31,47.80%,0.7,3.54,0.59,25.40%,5.40%,20.00%,
630,2020,Nate Pearson,TOR,6.61,7.66,35.40%,-0.3,6.28,-0.37,18.90%,16.20%,2.70%,
631,2020,Deivi García,NYY,4.98,4.15,33.30%,0.8,4.63,0.13,22.60%,4.10%,18.50%,
632,2020,David Peterson,NYM,3.74,4.55,42.30%,0.5,5.07,0.37,20.50%,11.60%,8.90%,
633,2020,Josh Fleming,TBR,3.16,4.67,57.90%,0.2,3.64,0.14,20.40%,4.90%,15.50%,
634,2020,Huascar Ynoa,ATL,8.53,5.56,55.80%,0,5.03,-0.48,16.40%,9.80%,6.60%,
635,2020,Casey Mize,DET,6.99,6.47,38.60%,-0.2,5.37,-0.88,19.50%,9.80%,9.80%,
636,2020,Kris Bubic,KCR,4.32,4.75,46.60%,0.5,4.48,-0.55,22.10%,9.90%,12.20%,
637,2020,Tarik Skubal,DET,6,5.6,27.80%,0,4.87,-0.42,26.70%,8.60%,18.10%,
638,2020,Trevor Rogers,MIA,6.11,4.33,47.40%,0.4,3.67,-0.25,30.00%,10.00%,20.00%,
639,2020,Johan Oviedo,STL,5.47,5.3,39.50%,0.1,5.83,-0.61,14.30%,8.90%,5.40%,
640,2020,Spencer Howard,PHI,5.92,5.86,38.00%,0,5.03,-0.38,20.40%,8.80%,11.50%,
641,2020,Randy Dobnak,MIN,4.05,3.96,62.10%,0.8,4.45,0.15,13.50%,6.50%,7.00%,
642,2020,Brady Singer,KCR,4.06,4.08,53.10%,1,4.05,0.39,23.20%,8.70%,14.40%,
643,2020,Kwang Hyun Kim,STL,1.42,3.9,49.60%,0.6,4.55,1.38,16.10%,8.10%,8.10%,
644,2021,Zach Thompson,MIA,3.25,3.8,43.90%,1.1,4.51,-0.13,20.90%,8.40%,12.50%,
645,2021,Justin Steele,CHC,4.95,5.99,45.70%,-0.2,4.71,-0.54,19.80%,10.40%,9.40%,
646,2021,Spenser Watkins,BAL,7.63,5.56,34.80%,0.2,5.36,-1.34,15.00%,7.90%,7.00%,
647,2021,Adbert Alzolay,CHC,5.16,5.14,44.90%,0.4,3.89,-0.99,24.10%,7.20%,16.90%,
648,2021,Tyler Gilbert,ARI,3.47,4.49,38.30%,0.3,5.29,-0.17,14.00%,7.70%,6.30%,
649,2021,Triston McKenzie,CLE,5.03,4.73,30.80%,1.1,4.5,-0.03,27.30%,11.30%,16.10%,
650,2021,James Kaprielian,OAK,3.8,4.31,35.40%,1.2,4.62,0.62,24.20%,8.60%,15.70%,
651,2021,Josh Rogers,WSN,3.28,5.83,29.70%,0,6,0.57,14.60%,9.30%,5.30%,
652,2021,Sam Hentges,CLE,7.9,4.66,44.40%,0.4,5.46,-1.14,18.20%,13.60%,4.50%,
653,2021,Vladimir Gutierrez,CIN,4.74,5.22,43.40%,0.7,5.11,0.08,17.70%,9.30%,8.50%,
654,2021,Dean Kremer,BAL,7.55,6.99,30.40%,-0.3,5.73,-1.42,19.20%,10.20%,9.00%,
655,2021,Keegan Akin,BAL,6.9,5.74,35.10%,0.2,5.49,-1.73,18.50%,10.80%,7.70%,
656,2021,Dane Dunning,TEX,4.55,3.94,53.90%,1.9,3.93,0.1,21.90%,8.70%,13.30%,
657,2021,Wil Crowe,PIT,5.43,5.67,42.80%,-0.3,4.89,-2.12,21.00%,10.60%,10.40%,
658,2021,Alex Wells,BAL,7.05,6.6,30.20%,-0.1,5.95,-0.7,14.30%,7.10%,7.10%,
659,2021,Charlie Barnes,MIN,5.94,4.94,40.50%,0.2,6.26,-0.44,11.00%,9.10%,1.90%,
660,2021,Tanner Houck,BOS,3.68,2.64,49.00%,1.8,3.08,0.49,30.00%,6.20%,23.90%,
661,2021,Ian Anderson,ATL,3.58,4.12,49.30%,1.8,3.96,1.15,23.20%,9.90%,13.30%,
662,2021,Kyle Muller,ATL,3.79,3.73,35.60%,0.6,4.93,0.42,24.30%,13.50%,10.80%,
663,2021,Eli Morgan,CLE,5.34,5.14,29.20%,0.4,4.92,-0.47,21.40%,5.80%,15.60%,
664,2021,Griffin Jax,MIN,6.1,6.24,32.40%,-0.5,5.77,-1.34,17.80%,7.90%,9.90%,
665,2021,Matt Peacock,ARI,5.29,5.11,58.50%,0,4.32,-0.68,15.50%,7.70%,7.70%,
666,2021,Matt Manning,DET,5.8,4.62,44.50%,0.8,5.13,-0.72,14.80%,8.60%,6.20%,
667,2021,Bruce Zimmermann,BAL,5.37,5.52,38.40%,0.3,4.63,-0.61,18.90%,7.90%,10.90%,
668,2021,Josh Fleming,TBR,6.23,4.29,56.70%,0.6,4.41,-0.56,15.60%,8.00%,7.60%,
669,2021,Casey Mize,DET,3.71,4.71,48.10%,1.2,4.37,1.19,19.30%,6.70%,12.60%,
670,2021,J.C. Mejía,CLE,9.78,6.62,47.90%,-0.6,5.12,-2.11,17.80%,10.90%,6.90%,
671,2021,Humberto Castellanos,ARI,5.56,5.32,40.90%,0,5.41,-0.11,12.90%,6.10%,6.80%,
672,2021,Bailey Ober,MIN,4.19,4.56,33.10%,0.9,4.01,0.13,25.30%,5.00%,20.30%,
673,2021,Tylor Megill,NYM,4.52,4.69,42.40%,0.7,3.92,-0.43,26.10%,7.10%,19.00%,
674,2021,Shane McClanahan,TBR,3.43,3.31,45.50%,2.5,3.23,1.25,27.30%,7.20%,20.10%,
675,2021,Daniel Lynch IV,KCR,5.69,4.82,38.80%,0.6,5.22,-0.89,17.70%,10.00%,7.70%,
676,2021,Max Kranick,PIT,6.28,4.64,33.10%,0.5,5.76,-1.03,17.60%,10.40%,7.10%,
677,2021,Logan Gilbert,SEA,4.68,3.73,32.30%,2.2,4.19,-0.14,25.40%,5.60%,19.90%,
678,2021,Tarik Skubal,DET,4.39,5.06,38.60%,0.7,3.97,-0.59,26.20%,7.20%,18.90%,
679,2021,Trevor Rogers,MIA,2.64,2.55,40.10%,4.3,3.54,1.79,28.50%,8.40%,20.20%,
680,2021,Johan Oviedo,STL,5.31,5.48,47.50%,-0.1,5.36,-1.1,17.30%,12.90%,4.40%,
681,2021,Carlos Hernández,KCR,3.55,4.47,38.70%,0.6,5.42,0.71,15.80%,10.80%,5.00%,
682,2021,Luis Patiño,TBR,4.74,4.82,30.10%,0.5,5.36,-0.66,20.90%,9.60%,11.30%,
683,2021,Spencer Howard,2 Tms,7.21,5.09,37.40%,0.2,5.15,-1.48,20.70%,11.10%,9.60%,
684,2021,Luis Garcia,HOU,3.56,3.62,38.90%,3,3.91,1.85,26.30%,8.00%,18.20%,
685,2021,Ryan Weathers,SDP,6.36,6.17,43.20%,-0.5,5.07,-1.1,16.50%,8.60%,7.90%,
686,2021,Josiah Gray,2 Tms,5.27,5.75,30.90%,0.2,5.14,-0.7,23.80%,11.00%,12.80%,
687,2021,Drew Rasmussen,TBR,1.93,2.96,50.40%,1,3.85,1.09,18.20%,4.50%,13.60%,
688,2021,Alek Manoah,TOR,3.22,3.8,38.80%,2,4.17,0.69,27.70%,8.70%,19.00%,
689,2021,Kohei Arihara,TEX,6.64,6.76,40.70%,-0.6,5.5,-0.79,13.50%,7.30%,6.20%,
690,2022,Daulton Jefferies,OAK,5.72,3.77,46.60%,0.5,4.33,-1.11,16.30%,4.70%,11.60%,
691,2022,Jason Alexander,MIL,4.82,5.15,50.80%,-0.1,4.56,-0.44,13.50%,8.80%,4.80%,
692,2022,Tucker Davidson,2 Tms,6.2,5.83,45.30%,-0.3,5.69,-0.72,13.70%,14.50%,-0.90%,
693,2022,Alex Faedo,DET,5.53,4.62,31.20%,0.3,5.02,-0.83,18.00%,10.20%,7.80%,
694,2022,Joey Wentz,DET,3.03,3.54,36.60%,0.5,4.56,0.17,20.00%,9.60%,10.40%,
695,2022,Adam Oller,OAK,6.68,6.69,29.20%,-1.1,5.96,-1.85,14.20%,10.80%,3.40%,
696,2022,Zach Logue,OAK,6.2,5.61,27.80%,-0.3,5.2,-1.59,17.20%,7.40%,9.80%,
697,2022,Cory Abbott,WSN,6,6.75,29.90%,-0.5,5.93,-0.64,19.80%,12.60%,7.10%,
698,2022,Kutter Crawford,BOS,5.43,4.51,32.20%,0.4,4.35,-0.67,21.20%,7.70%,13.50%,
699,2022,Adrián Martínez,OAK,6.24,5.35,41.30%,-0.3,4.11,-1.55,20.50%,7.30%,13.10%,
700,2022,Glenn Otto,TEX,4.64,5.21,43.10%,0,4.82,-1.37,18.20%,10.60%,7.70%,
701,2022,Joe Ryan,MIN,3.55,3.99,27.70%,2.2,4.35,1.23,25.00%,7.80%,17.20%,
702,2022,Ryan Feltner,COL,6.03,4.79,40.80%,0.6,4.42,-1.34,19.90%,8.00%,11.90%,
703,2022,Davis Martin,CHW,5.48,4.2,35.50%,0.6,4.5,-0.7,17.60%,7.80%,9.80%,
