"Season","Name","PA","Team","WAR","pythW","pythL","WARSHARE"
2014,"Nick Castellanos",579,"DET",0.4,86,76,0.00465116279069767
2019,"Brian Anderson",520,"MIA",2.7,61,101,0.0442622950819672
2016,"Scooter Gennett",542,"MIL",0.8,74,88,0.0108108108108108
2010,"Alcides Escobar",552,"MIL",0.4,76,86,0.00526315789473684
2017,"Miguel Cabrera",529,"DET",-0.4,67,95,-0.00597014925373134
2017,"Manuel Margot",529,"SDP",2.4,59,103,0.0406779661016949
2022,"Anthony Rizzo",548,"NYY",2.5,106,56,0.0235849056603774
2022,"Lane Thomas",548,"WSN",1.3,56,106,0.0232142857142857
2012,"Ben Revere",553,"MIN",2.1,68,94,0.0308823529411765
2012,"Jesus Montero",553,"SEA",-1.2,77,85,-0.0155844155844156
2012,"Michael Saunders",553,"SEA",2.4,77,85,0.0311688311688312
2023,"Elias Díaz",526,"COL",0,60,102,0
2023,"Brent Rooker",526,"OAK",2.1,49,113,0.0428571428571429
2007,"Melvin Mora",527,"BAL",2.2,71,91,0.0309859154929578
2006,"Mike Jacobs",520,"MIA",0.3,80,82,0.00375
2024,"Steven Kwan",540,"CLE",4.1,90,71,0.0455555555555556
2008,"Luke Scott",536,"BAL",2.1,73,88,0.0287671232876712
2013,"Brandon Belt",571,"SFG",4.2,74,88,0.0567567567567568
2001,"Carlos Guillen",523,"SEA",2.6,109,53,0.0238532110091743
2022,"Jesse Winker",547,"SEA",0.7,89,73,0.00786516853932584
2018,"Joey Wendle",545,"TBR",4,89,73,0.0449438202247191
2023,"Ke'Bryan Hayes",525,"PIT",3.2,71,91,0.0450704225352113
2007,"Luis Gonzalez",526,"LAD",0.6,82,80,0.00731707317073171
2024,"Trea Turner",539,"PHI",3.9,92,70,0.0423913043478261
2024,"Brendan Rodgers",539,"COL",0.8,59,103,0.0135593220338983
2019,"Jurickson Profar",518,"OAK",1,97,65,0.0103092783505155
2019,"Tim Anderson",518,"CHW",4.5,69,92,0.0652173913043478
2009,"A.J. Pierzynski",535,"CHW",2.3,80,82,0.02875
2009,"Alex Rodriguez",535,"NYY",4.1,95,67,0.0431578947368421
2015,"Derek Norris",557,"SDP",3.8,72,90,0.0527777777777778
2022,"Josh Donaldson",546,"NYY",1.6,106,56,0.0150943396226415
2003,"Roger Cedeno",527,"NYM",-0.4,69,92,-0.00579710144927536
2018,"Salvador Perez",544,"KCR",0.2,62,100,0.0032258064516129
2018,"Willson Contreras",544,"CHC",1,94,69,0.0106382978723404
2018,"Mallex Smith",544,"TBR",3.2,89,73,0.0359550561797753
2014,"Andrelton Simmons",576,"ATL",1.7,78,84,0.0217948717948718
2002,"Moises Alou",534,"CHC",1.4,76,86,0.0184210526315789
2023,"Tim Anderson",524,"CHW",-0.2,61,101,-0.00327868852459016
2008,"Chipper Jones",534,"ATL",7.1,79,83,0.089873417721519
2009,"Garret Anderson",534,"ATL",-1.1,91,71,-0.0120879120879121
2009,"Ryan Sweeney",534,"OAK",3.8,81,81,0.0469135802469136
2004,"Raul Ibanez",524,"SEA",3,69,93,0.0434782608695652
2015,"Brandon Belt",556,"SFG",3.9,89,73,0.0438202247191011
2003,"Endy Chavez",526,"WSN",-0.2,80,82,-0.0025
2018,"Joe Mauer",543,"MIN",0.8,77,85,0.0103896103896104
2014,"Omar Infante",575,"KCR",0.5,84,78,0.00595238095238095
2023,"Brandon Drury",523,"LAA",2.7,73,89,0.036986301369863
2024,"Jesús Sánchez",537,"MIA",1.4,61,101,0.0229508196721311
2006,"Reed Johnson",517,"TOR",4.4,86,76,0.0511627906976744
2010,"Alfonso Soriano",548,"CHC",2.7,73,89,0.036986301369863
2000,"Trot Nixon",502,"BOS",2.6,86,76,0.0302325581395349
2009,"Kazuo Matsui",533,"HOU",0.7,68,94,0.0102941176470588
2017,"Gary Sánchez",525,"NYY",4.1,100,62,0.041
2015,"Cameron Maybin",555,"ATL",1.3,61,101,0.0213114754098361
2015,"Billy Burns",555,"OAK",1.9,77,85,0.0246753246753247
2001,"Jacque Jones",520,"MIN",1,81,81,0.0123456790123457
2014,"Adeiny Hechavarría",574,"MIA",0.5,78,84,0.00641025641025641
2018,"Kevin Pillar",542,"TOR",1.6,69,93,0.0231884057971014
2003,"Jody Gerut",525,"CLE",3.2,73,89,0.0438356164383562
2023,"Jake Cronenworth",522,"SDP",0.8,92,70,0.00869565217391304
2000,"Lee Stevens",501,"WSN",1,66,96,0.0151515151515152
2017,"Chris Davis",524,"BAL",-0.4,72,90,-0.00555555555555556
2011,"Gordon Beckham",557,"CHW",0.8,75,87,0.0106666666666667
2015,"Lucas Duda",554,"NYM",3.2,89,73,0.0359550561797753
2001,"Paul Lo Duca",519,"LAD",5.1,82,80,0.0621951219512195
2001,"Edgardo Alfonzo",519,"NYM",1.5,73,89,0.0205479452054795
2003,"Ken Harvey",524,"KCR",-1.1,78,84,-0.0141025641025641
2013,"Starling Marte",566,"PIT",4.3,88,74,0.0488636363636364
2010,"J.D. Drew",546,"BOS",2.3,88,74,0.0261363636363636
2019,"Joc Pederson",514,"LAD",2.8,107,55,0.0261682242990654
2019,"Vladimir Guerrero Jr.",514,"TOR",0.3,71,91,0.00422535211267606
2015,"Salvador Perez",553,"KCR",0.8,90,72,0.00888888888888889
2022,"Eduardo Escobar",542,"NYM",1.9,99,63,0.0191919191919192
2022,"Mark Canha",542,"NYM",2.6,99,63,0.0262626262626263
2014,"Chris Carter",572,"HOU",1.9,71,91,0.0267605633802817
2012,"Ian Desmond",547,"WSN",4.2,96,66,0.04375
2001,"Tony Womack",518,"ARI",1,95,67,0.0105263157894737
2002,"Mike Lieberthal",530,"PHI",2.8,79,82,0.0354430379746835
2024,"Shea Langeliers",534,"OAK",2,68,94,0.0294117647058824
2016,"Russell Martin",535,"TOR",3.7,91,71,0.0406593406593407
2011,"Ryan Roberts",555,"ARI",3.6,88,74,0.0409090909090909
2015,"Chris Owings",552,"ARI",-1.1,82,80,-0.0134146341463415
2014,"Neil Walker",571,"PIT",4.1,87,75,0.0471264367816092
2022,"DJ LeMahieu",541,"NYY",3.1,106,56,0.0292452830188679
2022,"Thairo Estrada",541,"SFG",2.8,83,79,0.0337349397590361
2022,"Alejandro Kirk",541,"TOR",4.3,91,71,0.0472527472527473
2012,"Mike Aviles",546,"BOS",1.5,74,88,0.0202702702702703
2021,"Gleyber Torres",516,"NYY",1.4,86,76,0.0162790697674419
2003,"Terrence Long",522,"OAK",-0.3,94,68,-0.00319148936170213
2002,"Mark Bellhorn",529,"CHC",3.9,76,86,0.0513157894736842
2024,"Corey Seager",533,"TEX",4.5,75,87,0.06
2023,"LaMonte Wade Jr.",519,"SFG",1.8,76,86,0.0236842105263158
2010,"Kurt Suzuki",544,"OAK",1.2,85,77,0.0141176470588235
2015,"Ángel Pagán",551,"SFG",-0.2,89,73,-0.00224719101123596
2015,"Martín Prado",551,"MIA",3.4,74,88,0.0459459459459459
2015,"Asdrúbal Cabrera",551,"TBR",2.6,81,81,0.0320987654320988
2001,"Cal Ripken Jr.",516,"BAL",-0.5,67,94,-0.00746268656716418
2021,"Avisaíl García",515,"MIL",2.3,93,69,0.0247311827956989
2003,"Jason Varitek",521,"BOS",3.8,94,68,0.0404255319148936
2003,"Luis Rivas",521,"MIN",-0.4,85,77,-0.00470588235294118
2003,"Bernie Williams",521,"NYY",0,96,66,0
2003,"Orlando Hudson",521,"TOR",1.4,87,75,0.0160919540229885
2013,"Allen Craig",563,"STL",2.5,101,61,0.0247524752475248
2002,"Carlos Guillen",528,"SEA",1.5,92,70,0.016304347826087
2023,"Myles Straw",518,"CLE",0.2,77,85,0.0025974025974026
2023,"Zach McKinstry",518,"DET",1,73,89,0.0136986301369863
2011,"Miguel Montero",553,"ARI",5.9,88,74,0.0670454545454545
2009,"Hideki Matsui",528,"NYY",2.4,95,67,0.0252631578947368
2014,"J.J. Hardy",569,"BAL",3,94,68,0.0319148936170213
2014,"Starlin Castro",569,"CHC",3.2,71,91,0.0450704225352113
2017,"Justin Upton",520,"DET",3.8,67,95,0.0567164179104478
2019,"Jason Kipnis",511,"CLE",0.4,93,69,0.0043010752688172
2019,"Danny Santana",511,"TEX",2.5,75,87,0.0333333333333333
2012,"Drew Stubbs",544,"CIN",1.3,91,71,0.0142857142857143
2001,"Ellis Burks",515,"CLE",2.5,88,74,0.0284090909090909
2001,"Adrian Beltré",515,"LAD",0.9,82,80,0.0109756097560976
2001,"Benito Santiago",515,"SFG",0.7,86,76,0.00813953488372093
2013,"Asdrúbal Cabrera",562,"CLE",1.3,90,72,0.0144444444444444
2002,"Jose Valentin",527,"CHW",3.5,86,76,0.0406976744186047
2005,"Gary Matthews",526,"TEX",2.4,82,80,0.0292682926829268
2005,"Matt Holliday",526,"COL",2.6,70,92,0.0371428571428571
2023,"Tyler Stephenson",517,"CIN",-0.7,77,85,-0.00909090909090909
2007,"Jason Varitek",518,"BOS",2.6,101,61,0.0257425742574257
2007,"Reggie Willits",518,"LAA",1.5,90,72,0.0166666666666667
2016,"Yonder Alonso",532,"OAK",0,70,92,0
2016,"Stephen Vogt",532,"OAK",0.3,70,92,0.00428571428571429
2011,"Peter Bourjos",552,"LAA",4.3,85,77,0.0505882352941176
2006,"Jose Vidro",511,"WSN",0.1,70,92,0.00142857142857143
2022,"Randal Grichuk",538,"COL",0.5,65,97,0.00769230769230769
2004,"Johnny Estrada",517,"ATL",2.7,95,67,0.0284210526315789
2019,"Luke Voit",510,"NYY",1.4,99,63,0.0141414141414141
2012,"Dayan Viciedo",543,"CHW",0.8,88,74,0.00909090909090909
2018,"Nomar Mazara",536,"TEX",0.5,71,91,0.00704225352112676
2000,"José Hernández",496,"MIL",0,73,89,0
2000,"Juan Gonzalez",496,"DET",1.7,81,81,0.0209876543209877
2001,"Geoff Blum",514,"WSN",-1.3,67,95,-0.0194029850746269
2005,"Ivan Rodriguez",525,"DET",3.2,75,87,0.0426666666666667
2011,"Corey Hart",551,"MIL",3.7,90,72,0.0411111111111111
2011,"Matt Wieters",551,"BAL",5,67,95,0.0746268656716418
2011,"Andre Ethier",551,"LAD",3,84,77,0.0357142857142857
2011,"Alex Avila",551,"DET",5,89,73,0.0561797752808989
2023,"Eddie Rosario",516,"ATL",1.3,101,61,0.0128712871287129
2007,"Bengie Molina",517,"SFG",1,77,85,0.012987012987013
2009,"Jason Kendall",526,"MIL",0.3,78,84,0.00384615384615385
2017,"José Peraza",518,"CIN",0,70,92,0
2018,"Rougned Odor",535,"TEX",2.4,71,91,0.0338028169014084
2018,"Gregory Polanco",535,"PIT",2.9,80,81,0.03625
2018,"Brandon Nimmo",535,"NYM",5,78,84,0.0641025641025641
2018,"Jackie Bradley Jr.",535,"BOS",2.8,103,59,0.0271844660194175
2001,"Preston Wilson",513,"MIA",3.1,81,81,0.0382716049382716
2021,"Jed Lowrie",512,"OAK",0.9,87,75,0.0103448275862069
2002,"Kevin Young",525,"PIT",0.5,71,90,0.00704225352112676
2024,"Leody Taveras",529,"TEX",1.1,75,87,0.0146666666666667
2005,"Luis Castillo",524,"MIA",3.8,79,83,0.0481012658227848
2014,"Jed Lowrie",566,"OAK",1.7,99,63,0.0171717171717172
2016,"Travis Shaw",530,"BOS",0.4,98,64,0.00408163265306122
2023,"Maikel Garcia",515,"KCR",2.1,64,98,0.0328125
2023,"Josh Jung",515,"TEX",2.7,96,66,0.028125
2019,"Ryan Braun",508,"MIL",2.1,81,81,0.0259259259259259
2019,"Evan Longoria",508,"SFG",2,71,91,0.028169014084507
2001,"Frank Catalanotto",512,"TEX",3.7,75,87,0.0493333333333333
2003,"David Eckstein",517,"LAA",1.2,80,82,0.015
2021,"Nick Solak",511,"TEX",1.2,62,100,0.0193548387096774
2024,"Luis García Jr.",528,"WSN",3.1,70,92,0.0442857142857143
2005,"Scott Hatteberg",523,"OAK",-0.9,93,69,-0.00967741935483871
2005,"David DeJesus",523,"KCR",4,60,102,0.0666666666666667
2016,"Chase Headley",529,"NYY",2,79,83,0.0253164556962025
2016,"Starling Marte",529,"PIT",3.7,78,83,0.0474358974358974
2007,"Ivan Rodriguez",515,"DET",1.5,89,73,0.0168539325842697
2022,"Teoscar Hernández",535,"TOR",2.9,91,71,0.0318681318681319
2006,"Robinson Canó",508,"NYY",2.4,95,67,0.0252631578947368
2006,"Matt Murton",508,"CHC",2.8,70,92,0.04
2012,"Yoenis Cespedes",540,"OAK",4,92,70,0.0434782608695652
2018,"Corey Dickerson",533,"PIT",3,80,81,0.0375
2018,"Dansby Swanson",533,"ATL",1.7,92,70,0.0184782608695652
2019,"Domingo Santana",507,"SEA",0.1,69,93,0.00144927536231884
2003,"Carlos Pena",516,"DET",0.6,49,113,0.0122448979591837
2021,"Jesús Aguilar",510,"MIA",1.3,72,90,0.0180555555555556
2010,"Victor Martinez",538,"BOS",3.7,88,74,0.0420454545454545
2014,"Brandon Crawford",564,"SFG",2.7,87,75,0.0310344827586207
2005,"Nick Swisher",522,"OAK",2.2,93,69,0.0236559139784946
2008,"Daric Barton",523,"OAK",0.7,76,85,0.00921052631578947
2022,"Patrick Wisdom",534,"CHC",1.2,73,89,0.0164383561643836
2022,"MJ Melendez",534,"KCR",-0.7,64,98,-0.0109375
2017,"Marwin Gonzalez",515,"HOU",4.4,99,63,0.0444444444444444
2001,"David Bell",510,"SEA",3.2,109,53,0.0293577981651376
2014,"Dayan Viciedo",563,"CHW",-0.9,71,91,-0.0126760563380282
2014,"Matt Adams",563,"STL",1.8,83,79,0.0216867469879518
2010,"Orlando Cabrera",537,"CIN",0.7,92,70,0.00760869565217391
2010,"Scott Rolen",537,"CIN",4.6,92,70,0.05
2002,"José Cruz Jr.",522,"TOR",2.4,80,82,0.03
2007,"Kenji Johjima",513,"SEA",2.5,79,83,0.0316455696202532
2009,"Alfonso Soriano",522,"CHC",-0.1,84,77,-0.00119047619047619
2022,"Jorge Mateo",533,"BAL",2.8,79,83,0.0354430379746835
2022,"Ronald Acuña Jr.",533,"ATL",2.4,100,62,0.024
2012,"Mark Reynolds",538,"BAL",0.6,82,80,0.00731707317073171
2018,"Alcides Escobar",531,"KCR",-0.9,62,100,-0.0145161290322581
2018,"J.T. Realmuto",531,"MIA",4.7,58,103,0.0810344827586207
2017,"Freddie Freeman",514,"ATL",4.5,73,89,0.0616438356164384
2003,"Eric Hinske",514,"TOR",1.4,87,75,0.0160919540229885
2003,"Alex Cora",514,"LAD",-0.1,83,79,-0.00120481927710843
2001,"Jay Bell",509,"ARI",0.9,95,67,0.00947368421052632
2001,"Ramon Hernandez",509,"OAK",2.7,104,58,0.0259615384615385
2021,"Michael Brantley",508,"HOU",2.1,101,61,0.0207920792079208
2000,"Gabe Kapler",491,"TEX",0.8,71,91,0.0112676056338028
2005,"Ryan Klesko",520,"SDP",1.5,77,85,0.0194805194805195
2016,"Joe Panik",526,"SFG",1.8,90,72,0.02
2008,"Fred Lewis",521,"SFG",2.3,68,94,0.0338235294117647
2022,"Justin Turner",532,"LAD",2.3,116,46,0.0198275862068965
2012,"Jamey Carroll",537,"MIN",1.6,68,94,0.0235294117647059
2013,"Ichiro Suzuki",555,"NYY",1.1,79,83,0.0139240506329114
2013,"Darwin Barney",555,"CHC",-0.3,71,91,-0.00422535211267606
2004,"Jay Payton",511,"SDP",1.7,87,75,0.0195402298850575
2019,"Eloy Jiménez",504,"CHW",1.1,69,92,0.0159420289855072
2003,"Trot Nixon",513,"BOS",5,94,68,0.0531914893617021
2021,"Jazz Chisholm Jr.",507,"MIA",1.8,72,90,0.025
2024,"Luis Arraez",524,"SDP",1.2,90,72,0.0133333333333333
2024,"Sal Frelick",524,"MIL",1.5,95,67,0.0157894736842105
2005,"Kevin Millar",519,"BOS",0.5,90,72,0.00555555555555556
2005,"Alex Rios",519,"TOR",0.9,88,74,0.0102272727272727
2007,"Mark Loretta",511,"HOU",0.8,72,90,0.0111111111111111
2008,"Chone Figgins",520,"LAA",3.3,88,74,0.0375
2009,"Bengie Molina",520,"SFG",1.1,86,76,0.0127906976744186
2009,"Colby Rasmus",520,"STL",2.7,91,71,0.0296703296703297
2022,"Isiah Kiner-Falefa",531,"NYY",1.5,106,56,0.0141509433962264
2012,"Brett Lawrie",536,"TOR",1.9,74,88,0.0256756756756757
2004,"A.J. Pierzynski",510,"SFG",0.5,88,74,0.00568181818181818
2017,"Yangervis Solarte",512,"SDP",1.5,59,103,0.0254237288135593
2014,"Miguel Montero",560,"ARI",3.3,67,95,0.0492537313432836
2019,"Colin Moran",503,"PIT",0.4,68,94,0.00588235294117647
2010,"Colby Rasmus",534,"STL",4,91,71,0.043956043956044
2003,"Brian Roberts",512,"BAL",2.9,74,88,0.0391891891891892
2001,"Shane Halter",507,"DET",2.9,67,95,0.0432835820895522
2001,"Kevin Young",507,"PIT",-0.1,62,100,-0.00161290322580645
2002,"Jason Varitek",519,"BOS",2.3,100,62,0.023
2005,"Jay Gibbons",518,"BAL",2.3,74,88,0.0310810810810811
2005,"David Dellucci",518,"TEX",2.2,82,80,0.0268292682926829
2008,"Mike Jacobs",519,"MIA",-1,81,80,-0.0123456790123457
2008,"Grégor Blanco",519,"ATL",1.2,79,83,0.0151898734177215
2009,"Adam Jones",519,"BAL",1.5,69,93,0.0217391304347826
2007,"Shane Victorino",510,"PHI",2.8,87,75,0.032183908045977
2012,"Justin Smoak",535,"SEA",-0.8,77,85,-0.0103896103896104
2013,"Andre Ethier",553,"LAD",3.4,89,73,0.0382022471910112
2018,"Miguel Rojas",528,"MIA",1.4,58,103,0.0241379310344828
2004,"Kazuo Matsui",509,"NYM",0.4,76,86,0.00526315789473684
2006,"Adam Kennedy",503,"LAA",1,84,78,0.0119047619047619
2006,"Kevin Millar",503,"BAL",-0.1,69,93,-0.00144927536231884
2006,"Angel Berroa",503,"KCR",-1.5,63,99,-0.0238095238095238
2017,"Byron Buxton",511,"MIN",4.5,83,79,0.0542168674698795
2024,"Andrew Benintendi",522,"CHW",-0.3,48,114,-0.00625
2024,"Logan O'Hoppe",522,"LAA",2.1,64,98,0.0328125
2001,"Michael Barrett",506,"WSN",-1.2,67,95,-0.017910447761194
2002,"Manny Ramirez",518,"BOS",5.3,100,62,0.053
2021,"Jonathan Villar",505,"NYM",2,77,85,0.025974025974026
2016,"Wilson Ramos",523,"WSN",4.1,97,65,0.0422680412371134
2009,"Magglio Ordonez",518,"DET",0.9,81,82,0.0111111111111111
2009,"Dexter Fowler",518,"COL",0.7,90,72,0.00777777777777778
2007,"A.J. Pierzynski",509,"CHW",0.8,67,95,0.0119402985074627
2006,"Brad Ausmus",502,"HOU",-1,83,79,-0.0120481927710843
2011,"Carlos González",542,"COL",3.5,77,85,0.0454545454545455
2011,"Adam Lind",542,"TOR",0.2,79,83,0.00253164556962025
2010,"Jason Bartlett",532,"TBR",1.2,96,66,0.0125
2003,"Adam Kennedy",510,"LAA",2.9,80,82,0.03625
2024,"Jacob Young",521,"WSN",2.6,70,92,0.0371428571428571
2001,"Rey Ordonez",505,"NYM",0,73,89,0
2002,"Benito Santiago",517,"SFG",2.2,98,63,0.0224489795918367
2016,"Josh Harrison",522,"PIT",1.9,78,83,0.0243589743589744
2000,"Cliff Floyd",487,"MIA",2.4,74,87,0.0324324324324324
2013,"Neil Walker",551,"PIT",2.4,88,74,0.0272727272727273
2008,"Jason Kubel",517,"MIN",0.5,89,74,0.00561797752808989
2007,"Dmitri Young",508,"WSN",1,70,92,0.0142857142857143
2007,"Casey Kotchman",508,"LAA",2.7,90,72,0.03
2014,"Jean Segura",557,"MIL",0.1,80,82,0.00125
2017,"Carlos Beltrán",509,"HOU",-1.2,99,63,-0.0121212121212121
2015,"Daniel Murphy",538,"NYM",2.2,89,73,0.0247191011235955
2019,"Justin Smoak",500,"TOR",0.5,71,91,0.00704225352112676
2019,"Scott Kingery",500,"PHI",2.1,79,83,0.0265822784810127
2003,"Brad Ausmus",509,"HOU",0.2,94,68,0.00212765957446809
2003,"David Ortiz",509,"BOS",3.2,94,68,0.0340425531914894
2013,"Brandon Crawford",550,"SFG",2.2,74,88,0.0297297297297297
2022,"AJ Pollock",527,"CHW",0.5,78,84,0.00641025641025641
2000,"J.D. Drew",486,"STL",3.8,91,71,0.0417582417582418
2007,"Jack Cust",507,"OAK",2.8,79,83,0.0354430379746835
2007,"Andre Ethier",507,"LAD",1.6,82,80,0.0195121951219512
2017,"Javier Báez",508,"CHC",3.1,93,69,0.0333333333333333
2004,"Michael Barrett",506,"CHC",2.3,94,68,0.024468085106383
2006,"Mark Ellis",500,"OAK",2,85,77,0.0235294117647059
2015,"Odúbel Herrera",537,"PHI",3.8,62,100,0.0612903225806452
2019,"Todd Frazier",499,"NYM",1.8,86,76,0.0209302325581395
2019,"C.J. Cron",499,"MIN",1.2,97,65,0.0123711340206186
2002,"Brian Jordan",515,"LAD",2.5,89,73,0.0280898876404494
2001,"Scott Spiezio",503,"LAA",2.1,77,85,0.0272727272727273
2001,"Melvin Mora",503,"BAL",1.8,67,94,0.026865671641791
2005,"Mike Sweeney",514,"KCR",1.7,60,102,0.0283333333333333
2012,"Rafael Furcal",531,"STL",0.7,93,69,0.00752688172043011
2009,"Nelson Cruz",515,"TEX",3,85,77,0.0352941176470588
2014,"Jordy Mercer",555,"PIT",2,87,75,0.0229885057471264
2014,"Jason Kipnis",555,"CLE",0.7,83,79,0.00843373493975904
2007,"Rickie Weeks Jr.",506,"MIL",3.1,83,79,0.0373493975903614
2018,"Johan Camargo",524,"ATL",3.2,92,70,0.0347826086956522
2018,"Ryon Healy",524,"SEA",-0.6,77,85,-0.00779220779220779
2011,"Carl Crawford",539,"BOS",0,94,68,0
2017,"Zack Cozart",507,"CIN",4.2,70,92,0.06
2017,"Mike Trout",507,"LAA",6.8,81,81,0.0839506172839506
2010,"Troy Tulowitzki",529,"COL",5.5,86,76,0.063953488372093
2010,"Skip Schumaker",529,"STL",-0.6,91,71,-0.00659340659340659
2006,"Corey Patterson",499,"BAL",3.8,69,93,0.0550724637681159
2006,"Frank Catalanotto",499,"TOR",2.6,86,76,0.0302325581395349
2024,"Heliot Ramos",518,"SFG",2.3,80,82,0.02875
2003,"Ramon Santiago",507,"DET",-1.3,49,113,-0.026530612244898
2001,"Jose Valentin",502,"CHW",3.3,81,81,0.0407407407407407
2021,"Joey Wendle",501,"TBR",3.1,101,61,0.0306930693069307
2021,"Will Smith",501,"LAD",4.6,109,53,0.0422018348623853
2012,"Dexter Fowler",530,"COL",3,69,93,0.0434782608695652
2012,"Neil Walker",530,"PIT",2.4,78,84,0.0307692307692308
2008,"Paul Konerko",514,"CHW",0.4,89,74,0.00449438202247191
2008,"Adam Jones",514,"BAL",1.5,73,88,0.0205479452054795
2008,"Michael Bourn",514,"HOU",0,77,84,0
2018,"Teoscar Hernández",523,"TOR",1.1,69,93,0.0159420289855072
2023,"Hunter Renfroe",504,"LAA",0.9,73,89,0.0123287671232877
2011,"Josh Hamilton",538,"TEX",4,98,64,0.0408163265306122
2010,"Curtis Granderson",528,"NYY",3.9,97,65,0.0402061855670103
2015,"Brian McCann",535,"NYY",2.8,88,74,0.0318181818181818
2015,"Anthony Gose",535,"DET",0.6,69,92,0.00869565217391304
2015,"Kevin Kiermaier",535,"TBR",4.3,81,81,0.0530864197530864
2004,"Jose Valentin",504,"CHW",2.2,84,78,0.0261904761904762
2006,"Alex Rios",498,"TOR",3.5,86,76,0.0406976744186047
2024,"Rhys Hoskins",517,"MIL",0.1,95,67,0.00105263157894737
2019,"Mark Canha",497,"OAK",4,97,65,0.0412371134020619
2013,"Chris Johnson",547,"ATL",3.1,98,64,0.0316326530612245
2013,"Marco Scutaro",547,"SFG",2.5,74,88,0.0337837837837838
2002,"Marty Cordova",513,"BAL",0.6,70,92,0.00857142857142857
2016,"Marwin Gonzalez",518,"HOU",1.2,83,79,0.0144578313253012
2005,"Gregg Zaun",512,"TOR",2,88,74,0.0227272727272727
2005,"Rob Mackowiak",512,"PIT",2,72,90,0.0277777777777778
2001,"Brady Anderson",501,"BAL",-0.4,67,94,-0.00597014925373134
2021,"Wil Myers",500,"SDP",2.3,83,79,0.027710843373494
2022,"Trent Grisham",524,"SDP",1.8,86,76,0.0209302325581395
2012,"Alex Rodriguez",529,"NYY",2.5,95,67,0.0263157894736842
2018,"Chris Davis",522,"BAL",-2.5,55,107,-0.0454545454545455
2018,"Tucker Barnhart",522,"CIN",0,69,93,0
2023,"Lars Nootbaar",503,"STL",3,71,91,0.0422535211267606
2010,"Carlos Quentin",527,"CHW",-0.3,86,76,-0.00348837209302326
2024,"Mookie Betts",516,"LAD",4.4,96,66,0.0458333333333333
2003,"Ronnie Belliard",505,"COL",0.3,78,84,0.00384615384615385
2016,"José Bautista",517,"TOR",1.9,91,71,0.0208791208791209
2016,"J.D. Martinez",517,"DET",2.5,83,78,0.0301204819277108
2016,"Danny Valencia",517,"OAK",1.7,70,92,0.0242857142857143
2012,"Cody Ross",528,"BOS",2.7,74,88,0.0364864864864865
2012,"Ryan Doumit",528,"MIN",-1.1,68,94,-0.0161764705882353
2007,"Corey Patterson",503,"BAL",1.3,71,91,0.0183098591549296
2007,"Chone Figgins",503,"LAA",4,90,72,0.0444444444444444
2007,"Bill Hall",503,"MIL",1.6,83,79,0.0192771084337349
2023,"Triston Casas",502,"BOS",1.7,81,81,0.0209876543209877
2011,"Alberto Callaspo",536,"LAA",3.6,85,77,0.0423529411764706
2024,"Andrew McCutchen",515,"PIT",0.5,73,89,0.00684931506849315
2024,"Tyler Stephenson",515,"CIN",3,82,80,0.0365853658536585
2012,"Adrián González",527,"BOS",2.4,74,88,0.0324324324324324
2022,"Hunter Renfroe",522,"MIL",2.4,85,77,0.0282352941176471
2021,"Christian Vázquez",498,"BOS",1,88,74,0.0113636363636364
2018,"Ben Zobrist",520,"CHC",3,94,69,0.0319148936170213
2023,"Jonah Heim",501,"TEX",4,96,66,0.0416666666666667
2023,"Josh Lowe",501,"TBR",3.5,100,62,0.035
2017,"David Freese",503,"PIT",1.8,74,88,0.0243243243243243
2006,"Juan Uribe",495,"CHW",1.2,88,74,0.0136363636363636
2006,"Morgan Ensberg",495,"HOU",3.8,83,79,0.0457831325301205
2006,"Placido Polanco",495,"DET",0.9,95,67,0.00947368421052632
2014,"Justin Morneau",550,"COL",2.3,75,87,0.0306666666666667
2014,"Josh Harrison",550,"PIT",4.8,87,75,0.0551724137931034
2002,"Jeffrey Hammonds",510,"MIL",0,61,101,0
2019,"Hunter Renfroe",494,"SDP",1.7,70,92,0.0242857142857143
2005,"Dmitri Young",509,"DET",1.5,75,87,0.02
2008,"Milton Bradley",510,"TEX",4.3,76,86,0.056578947368421
2009,"Edgar Renteria",510,"SFG",-0.1,86,76,-0.00116279069767442
2018,"Manuel Margot",519,"SDP",1,65,97,0.0153846153846154
2015,"Carlos Beltrán",531,"NYY",1.8,88,74,0.0204545454545455
2013,"Justin Morneau",543,"MIN",0.9,63,99,0.0142857142857143
2006,"Juan Rivera",494,"LAA",2.4,84,78,0.0285714285714286
2024,"Daulton Varsho",513,"TOR",3.3,73,89,0.0452054794520548
2024,"Jake Meyers",513,"HOU",2,90,71,0.0222222222222222
2014,"Khris Davis",549,"MIL",1.4,80,82,0.0175
2014,"Norichika Aoki",549,"KCR",1.8,84,78,0.0214285714285714
2002,"Adam Kennedy",509,"LAA",3.4,101,61,0.0336633663366337
2003,"Chris Stynes",502,"COL",2.1,78,84,0.0269230769230769
2001,"Tony Clark",497,"DET",1.7,67,95,0.0253731343283582
2008,"Alexei Ramirez",509,"CHW",1,89,74,0.0112359550561798
2009,"Emilio Bonifácio",509,"MIA",-0.5,82,80,-0.00609756097560976
2018,"Yasmani Grandal",518,"LAD",5.3,102,61,0.0519607843137255
2011,"Seth Smith",533,"COL",1.2,77,85,0.0155844155844156
