"Season","Name","PA","Team","WAR","pythW","pythL","WARSHARE"
2012,"Andre Ethier",618,"LAD",3,86,76,0.0348837209302326
2007,"Jorge Posada",589,"NYY",5.6,97,65,0.0577319587628866
2022,"Sean Murphy",612,"OAK",5.2,59,103,0.088135593220339
2010,"Pablo Sandoval",616,"SFG",1.1,94,68,0.0117021276595745
2004,"Kevin Millar",588,"BOS",1.5,96,66,0.015625
2019,"Christian Yelich",580,"MIL",6.6,81,81,0.0814814814814815
2015,"Edwin Encarnación",624,"TOR",4.5,102,60,0.0441176470588235
2009,"Marlon Byrd",599,"TEX",1.3,85,77,0.0152941176470588
2009,"Ben Zobrist",599,"TBR",8.7,86,76,0.101162790697674
2000,"Geoff Jenkins",564,"MIL",4.5,73,89,0.0616438356164384
2024,"Brenton Doyle",603,"COL",3.7,59,103,0.0627118644067797
2012,"Austin Jackson",617,"DET",5.1,87,75,0.0586206896551724
2018,"Brett Gardner",609,"NYY",1.8,99,63,0.0181818181818182
2002,"Jorge Posada",598,"NYY",3.8,99,62,0.0383838383838384
2010,"Adam LaRoche",615,"ARI",0.7,69,93,0.0101449275362319
2006,"Ivan Rodriguez",580,"DET",2.9,95,67,0.0305263157894737
2015,"Brandon Phillips",623,"CIN",2.5,69,93,0.036231884057971
2015,"Buster Posey",623,"SFG",6.8,89,73,0.0764044943820225
2008,"Jack Cust",598,"OAK",2.1,76,85,0.0276315789473684
2017,"Eddie Rosario",589,"MIN",2.5,83,79,0.0301204819277108
2000,"Troy O'Leary",563,"BOS",1.4,86,76,0.0162790697674419
2024,"Orlando Arcia",602,"ATL",0.8,92,70,0.00869565217391304
2024,"CJ Abrams",602,"WSN",1.9,70,92,0.0271428571428571
2024,"Zach Neto",602,"LAA",3.5,64,98,0.0546875
2011,"Aramis Ramirez",626,"CHC",3.3,70,92,0.0471428571428571
2012,"Asdrúbal Cabrera",616,"CLE",2.5,64,98,0.0390625
2014,"Carlos Gómez",644,"MIL",5.7,80,82,0.07125
2023,"Dominic Smith",586,"WSN",0,67,95,0
2003,"Sammy Sosa",589,"CHC",2.8,85,77,0.0329411764705882
2003,"Mark Teixeira",589,"TEX",1.7,69,93,0.0246376811594203
2018,"Mike Trout",608,"LAA",9.5,81,81,0.117283950617284
2021,"Charlie Blackmon",582,"COL",-0.1,75,86,-0.00133333333333333
2021,"Chris Taylor",582,"LAD",2.7,109,53,0.0247706422018349
2010,"Corey Hart",614,"MIL",3,76,86,0.0394736842105263
2015,"Alexei Ramirez",622,"CHW",0.1,72,90,0.00138888888888889
2006,"Jason Giambi",579,"NYY",3,95,67,0.0315789473684211
2009,"Randy Winn",597,"SFG",1.8,86,76,0.0209302325581395
2013,"Josh Hamilton",636,"LAA",1.3,81,81,0.0160493827160494
2013,"Jacoby Ellsbury",636,"BOS",4.6,100,62,0.046
2024,"Rafael Devers",601,"BOS",4.1,81,81,0.0506172839506173
2000,"Matt Stairs",562,"OAK",-0.4,92,69,-0.00434782608695652
2014,"Alex Gordon",643,"KCR",5.4,84,78,0.0642857142857143
2012,"Alfonso Soriano",615,"CHC",3.2,65,97,0.0492307692307692
2012,"Josh Willingham",615,"MIN",3.7,68,94,0.0544117647058824
2003,"Jorge Posada",588,"NYY",6,96,66,0.0625
2005,"Adam Everett",595,"HOU",2.2,91,71,0.0241758241758242
2022,"Kyle Tucker",609,"HOU",4.9,106,56,0.0462264150943396
2022,"Ryan Mountcastle",609,"BAL",1.8,79,83,0.0227848101265823
2010,"Johnny Damon",613,"DET",2.3,82,80,0.0280487804878049
2010,"Delmon Young",613,"MIN",1.7,92,70,0.0184782608695652
2010,"Adam Lind",613,"TOR",-0.6,84,78,-0.00714285714285714
2006,"Jacque Jones",578,"CHC",1.4,70,92,0.02
2006,"Josh Barfield",578,"SDP",2.3,86,76,0.0267441860465116
2008,"Andre Ethier",596,"LAD",3.4,87,75,0.0390804597701149
2009,"Chipper Jones",596,"ATL",2.3,91,71,0.0252747252747253
2014,"Daniel Murphy",642,"NYM",2.5,82,80,0.0304878048780488
2000,"Carl Everett",561,"BOS",4.7,86,76,0.0546511627906977
2012,"Mike Moustakas",614,"KCR",3.2,74,88,0.0432432432432432
2016,"Danny Espinosa",601,"WSN",1,97,65,0.0103092783505155
2016,"Brad Miller",601,"TBR",1.4,77,85,0.0181818181818182
2018,"Starling Marte",606,"PIT",4.1,80,81,0.05125
2018,"Eugenio Suárez",606,"CIN",4.4,69,93,0.063768115942029
2018,"Tim Anderson",606,"CHW",2.4,62,100,0.0387096774193548
2018,"Miguel Andujar",606,"NYY",3.9,99,63,0.0393939393939394
2005,"Vladimir Guerrero",594,"LAA",5.3,93,69,0.056989247311828
2002,"Fred McGriff",595,"CHC",2.4,76,86,0.0315789473684211
2015,"Alex Rodriguez",620,"NYY",2.7,88,74,0.0306818181818182
2015,"Justin Upton",620,"SDP",3.4,72,90,0.0472222222222222
2015,"DJ LeMahieu",620,"COL",1.9,71,91,0.0267605633802817
2001,"Tim Salmon",581,"LAA",1.1,77,85,0.0142857142857143
2001,"Moises Alou",581,"HOU",3.6,88,74,0.0409090909090909
2001,"Edgar Martinez",581,"SEA",4.7,109,53,0.0431192660550459
2009,"Stephen Drew",595,"ARI",2.1,75,87,0.028
2013,"Nick Swisher",634,"CLE",2,90,72,0.0222222222222222
2017,"Chase Headley",586,"NYY",1.9,100,62,0.019
2017,"Trey Mancini",586,"BAL",1.9,72,90,0.0263888888888889
2024,"Oneil Cruz",599,"PIT",3.5,73,89,0.0479452054794521
2014,"Victor Martinez",641,"DET",4.6,86,76,0.0534883720930233
2014,"Erick Aybar",641,"LAA",4.2,96,66,0.04375
2014,"Justin Upton",641,"ATL",3.7,78,84,0.0474358974358974
2018,"Stephen Piscotty",605,"OAK",3.2,95,67,0.0336842105263158
2023,"Seiya Suzuki",583,"CHC",3.2,90,72,0.0355555555555556
2003,"Edgardo Alfonzo",586,"SFG",1.3,93,68,0.0139784946236559
2015,"Adrian Beltré",619,"TEX",4.3,83,79,0.0518072289156626
2021,"Giancarlo Stanton",579,"NYY",3,86,76,0.0348837209302326
2004,"Carlos Guillen",583,"DET",5.4,79,83,0.0683544303797468
2008,"Alex Rodriguez",594,"NYY",5.8,87,75,0.0666666666666667
2008,"Skip Schumaker",594,"STL",1.8,86,76,0.0209302325581395
2013,"Ryan Zimmerman",633,"WSN",2.8,84,78,0.0333333333333333
2006,"Eric Chavez",576,"OAK",3.4,85,77,0.04
2014,"Yasiel Puig",640,"LAD",5.5,92,70,0.0597826086956522
2012,"Daniel Murphy",612,"NYM",1.6,75,87,0.0213333333333333
2000,"Corey Koskie",559,"MIN",2.6,69,93,0.0376811594202899
2018,"Chris Taylor",604,"LAD",3.6,102,61,0.0352941176470588
2003,"Richard Hidalgo",585,"HOU",6,94,68,0.0638297872340425
2003,"Cristian Guzman",585,"MIN",1.3,85,77,0.0152941176470588
2010,"B.J. Upton",610,"TBR",3.9,96,66,0.040625
2004,"Danny Bautista",582,"ARI",0,54,108,0
2004,"Reed Johnson",582,"TOR",0.5,71,90,0.00704225352112676
2008,"Garret Anderson",593,"LAA",1.4,88,74,0.0159090909090909
2008,"Mark DeRosa",593,"CHC",4.2,98,63,0.0428571428571429
2009,"Michael Young",593,"TEX",2.6,85,77,0.0305882352941176
2006,"Brad Hawpe",575,"COL",2.7,81,81,0.0333333333333333
2019,"Dexter Fowler",574,"STL",0.5,92,70,0.00543478260869565
2016,"Addison Russell",598,"CHC",3.6,107,54,0.0336448598130841
2023,"Matt Chapman",581,"TOR",3,89,73,0.0337078651685393
2023,"Daulton Varsho",581,"TOR",2.1,89,73,0.0235955056179775
2002,"Marlon Anderson",592,"PHI",0.3,79,82,0.00379746835443038
2002,"Travis Lee",592,"PHI",0.7,79,82,0.00886075949367088
2001,"Frank Menechino",578,"OAK",3.2,104,58,0.0307692307692308
2004,"Tike Redman",581,"PIT",1,74,87,0.0135135135135135
2011,"Mark Reynolds",620,"BAL",0.1,67,95,0.00149253731343284
2008,"Marco Scutaro",592,"TOR",3,93,69,0.032258064516129
2014,"Giancarlo Stanton",638,"MIA",6.8,78,84,0.0871794871794872
2014,"Pablo Sandoval",638,"SFG",3.3,87,75,0.0379310344827586
2012,"Buster Posey",610,"SFG",9.8,88,74,0.111363636363636
2016,"Didi Gregorius",597,"NYY",2.5,79,83,0.0316455696202532
2022,"Jose Altuve",604,"HOU",6.9,106,56,0.0650943396226415
2010,"Lyle Overbay",608,"TOR",1.2,84,78,0.0142857142857143
2023,"Salvador Perez",580,"KCR",-0.4,64,98,-0.00625
2023,"Carlos Correa",580,"MIN",1.8,93,69,0.0193548387096774
2023,"Jorge Soler",580,"MIA",1.8,75,87,0.024
2023,"Masataka Yoshida",580,"BOS",0.6,81,81,0.00740740740740741
2005,"Bill Mueller",590,"BOS",3.5,90,72,0.0388888888888889
2005,"Lew Ford",590,"MIN",1.5,84,78,0.0178571428571429
2007,"Dustin Pedroia",581,"BOS",3.7,101,61,0.0366336633663366
2014,"Marlon Byrd",637,"PHI",2.2,73,89,0.0301369863013699
2006,"Josh Willingham",573,"MIA",1.9,80,82,0.02375
2024,"Alec Burleson",595,"STL",0.6,76,86,0.00789473684210526
2012,"Carlos Santana",609,"CLE",0.5,64,98,0.0078125
2012,"Michael Brantley",609,"CLE",2.6,64,98,0.040625
2018,"Jason Kipnis",601,"CLE",1.3,98,64,0.013265306122449
2022,"J.P. Crawford",603,"SEA",2.2,89,73,0.0247191011235955
2022,"Luis Arraez",603,"MIN",2.7,82,80,0.0329268292682927
2015,"Logan Forsythe",615,"TBR",4.1,81,81,0.0506172839506173
2003,"Steve Finley",582,"ARI",3.4,84,78,0.0404761904761905
2023,"Max Muncy",579,"LAD",2.6,100,62,0.026
2000,"Damon Buford",556,"CHC",0.3,69,93,0.00434782608695652
2013,"Freddie Freeman",629,"ATL",5,98,64,0.0510204081632653
2011,"Adam Jones",618,"BAL",2.5,67,95,0.0373134328358209
2011,"Jason Bartlett",618,"SDP",1.2,79,83,0.0151898734177215
2014,"Brett Gardner",636,"NYY",3.3,77,85,0.0428571428571429
2004,"Jeff Conine",579,"MIA",1.6,83,79,0.0192771084337349
2008,"Kosuke Fukudome",590,"CHC",1.4,98,63,0.0142857142857143
2008,"Yuniesky Betancourt",590,"SEA",0.1,67,95,0.00149253731343284
2001,"Kenny Lofton",576,"CLE",1.5,88,74,0.0170454545454545
2009,"Justin Morneau",590,"MIN",3.3,86,77,0.0383720930232558
2009,"Andy LaRoche",590,"PIT",2.2,67,94,0.0328358208955224
2006,"Mark DeRosa",572,"TEX",2.9,86,76,0.0337209302325581
2006,"Ronny Cedeno",572,"CHC",-1.8,70,92,-0.0257142857142857
2024,"Carlos Santana",594,"MIN",3,82,80,0.0365853658536585
2012,"Delmon Young",608,"DET",-1.2,87,75,-0.0137931034482759
2012,"Yunel Escobar",608,"TOR",1.3,74,88,0.0175675675675676
2018,"Andrelton Simmons",600,"LAA",4.3,81,81,0.0530864197530864
2022,"Wilmer Flores",602,"SFG",1.3,83,79,0.0156626506024096
2022,"Adam Frazier",602,"SEA",1.3,89,73,0.0146067415730337
2010,"David Ortiz",606,"BOS",2.5,88,74,0.0284090909090909
2015,"David Ortiz",614,"BOS",2.9,81,81,0.0358024691358025
2015,"Mike Moustakas",614,"KCR",3.8,90,72,0.0422222222222222
2003,"Scott Spiezio",581,"LAA",1.5,80,82,0.01875
2002,"Rich Aurilia",589,"SFG",2.3,98,63,0.023469387755102
2013,"Jon Jay",628,"STL",1.8,101,61,0.0178217821782178
2000,"Rey Sanchez",555,"KCR",1.7,77,85,0.0220779220779221
2007,"Gary Matthews",579,"LAA",1.3,90,72,0.0144444444444444
2014,"Jacoby Ellsbury",635,"NYY",3.5,77,85,0.0454545454545455
2021,"Andrew McCutchen",574,"PHI",1.4,80,82,0.0175
2021,"Eugenio Suárez",574,"CIN",0,83,79,0
2008,"Joey Votto",589,"CIN",3.6,72,90,0.05
2004,"Erubiel Durazo",578,"OAK",3.1,86,76,0.036046511627907
2024,"Dansby Swanson",593,"CHC",4.3,88,74,0.0488636363636364
2024,"Jackson Merrill",593,"SDP",5.3,90,72,0.0588888888888889
2018,"Jose Altuve",599,"HOU",5.8,109,53,0.0532110091743119
2016,"Jake Lamb",594,"ARI",3.7,69,93,0.0536231884057971
2010,"Michael Bourn",605,"HOU",4.4,68,94,0.0647058823529412
2015,"Kolten Wong",613,"STL",2.5,96,66,0.0260416666666667
2005,"Sean Casey",587,"CIN",1.3,75,87,0.0173333333333333
2005,"Ronnie Belliard",587,"CLE",3.3,96,66,0.034375
2005,"Orlando Cabrera",587,"LAA",3.5,93,69,0.0376344086021505
2003,"Joe Crede",580,"CHW",2,88,74,0.0227272727272727
2014,"Derek Jeter",634,"NYY",0.2,77,85,0.0025974025974026
2000,"Fernando Vina",554,"STL",3.1,91,71,0.0340659340659341
2008,"Nick Swisher",588,"CHW",1.1,89,74,0.0123595505617978
2008,"Kurt Suzuki",588,"OAK",3.4,76,85,0.0447368421052632
2009,"Brad Hawpe",588,"COL",1.2,90,72,0.0133333333333333
2009,"Kevin Youkilis",588,"BOS",5.9,93,69,0.0634408602150538
2009,"Russell Martin",588,"LAD",3.6,99,63,0.0363636363636364
2009,"Justin Upton",588,"ARI",4.9,75,87,0.0653333333333333
2004,"Eric Chavez",577,"OAK",5.3,86,76,0.0616279069767442
2001,"Marlon Anderson",574,"PHI",2.6,84,78,0.030952380952381
2024,"Josh Smith",592,"TEX",2.8,75,87,0.0373333333333333
2017,"J.T. Realmuto",579,"MIA",4.5,77,85,0.0584415584415584
2019,"Trea Turner",569,"WSN",4.4,95,67,0.0463157894736842
2015,"Matt Duffy",612,"SFG",4.4,89,73,0.049438202247191
2007,"Brandon Inge",577,"DET",1.7,89,73,0.0191011235955056
2021,"Hunter Renfroe",572,"BOS",2.6,88,74,0.0295454545454545
2008,"Jason Kendall",587,"MIL",1.7,87,75,0.0195402298850575
2008,"Yunel Escobar",587,"ATL",2.8,79,83,0.0354430379746835
2008,"Lastings Milledge",587,"WSN",-0.1,62,99,-0.00161290322580645
2009,"Adam Kennedy",587,"OAK",1.5,81,81,0.0185185185185185
2009,"Scott Podsednik",587,"CHW",2,80,82,0.025
2004,"Edgardo Alfonzo",576,"SFG",1.4,88,74,0.0159090909090909
2004,"Travis Hafner",576,"CLE",4.7,81,81,0.0580246913580247
2001,"Brad Fullmer",573,"TOR",0.2,82,80,0.0024390243902439
2001,"Mike Piazza",573,"NYM",4.6,73,89,0.063013698630137
2018,"Odúbel Herrera",597,"PHI",1.4,76,86,0.0184210526315789
2018,"Anthony Rendon",597,"WSN",5.5,90,72,0.0611111111111111
2022,"Rowdy Tellez",599,"MIL",1.1,85,77,0.0129411764705882
2016,"Jason Heyward",592,"CHC",0.6,107,54,0.00560747663551402
2010,"José Reyes",603,"NYM",2.5,81,81,0.0308641975308642
2010,"Ryan Zimmerman",603,"WSN",6.6,72,90,0.0916666666666667
2005,"Jacque Jones",585,"MIN",0.2,84,78,0.00238095238095238
2003,"Vinny Castilla",578,"ATL",1.9,96,66,0.0197916666666667
2003,"Sean Burroughs",578,"SDP",2.7,66,96,0.0409090909090909
2003,"Ivan Rodriguez",578,"MIA",4.5,87,75,0.0517241379310345
2002,"Jack Wilson",586,"PIT",0.4,71,90,0.00563380281690141
2007,"Brendan Harris",576,"TBR",2.4,67,95,0.0358208955223881
2000,"Jacque Jones",552,"MIN",1.3,69,93,0.0188405797101449
2009,"Skip Schumaker",586,"STL",1.5,91,71,0.0164835164835165
2004,"Ivan Rodriguez",575,"DET",4.7,79,83,0.059493670886076
2001,"Roger Cedeno",572,"DET",-0.4,67,95,-0.00597014925373134
2017,"David Peralta",577,"ARI",1.6,96,66,0.0166666666666667
2017,"César Hernández",577,"PHI",2.8,72,90,0.0388888888888889
2019,"Jackie Bradley Jr.",567,"BOS",1.9,87,75,0.0218390804597701
2019,"Jeff McNeil",567,"NYM",4.7,86,76,0.0546511627906977
2015,"Jason Heyward",610,"STL",5.6,96,66,0.0583333333333333
2010,"Placido Polanco",602,"PHI",3.6,95,67,0.0378947368421053
2002,"Neifi Perez",585,"KCR",-2.9,67,95,-0.0432835820895522
2007,"Omar Vizquel",575,"SFG",2,77,85,0.025974025974026
2000,"Robin Ventura",551,"NYM",1.9,88,74,0.0215909090909091
2021,"Luis Urías",570,"MIL",2.3,93,69,0.0247311827956989
2012,"Jeff Francoeur",603,"KCR",-1.1,74,88,-0.0148648648648649
2006,"Dave Roberts",567,"SDP",3.1,86,76,0.036046511627907
2006,"Pat Burrell",567,"PHI",1.5,86,76,0.0174418604651163
2017,"Mitch Moreland",576,"BOS",0.9,93,69,0.00967741935483871
2017,"Ryan Zimmerman",576,"WSN",3.5,96,66,0.0364583333333333
2022,"Ryan McMahon",597,"COL",3.1,65,97,0.0476923076923077
2010,"Ike Davis",601,"NYM",2.9,81,81,0.0358024691358025
2013,"Jean Segura",623,"MIL",4,76,86,0.0526315789473684
2013,"Brian Dozier",623,"MIN",2.9,63,99,0.046031746031746
2019,"Mallex Smith",566,"SEA",1.4,69,93,0.0202898550724638
2005,"Casey Blake",583,"CLE",1.9,96,66,0.0197916666666667
2007,"Mark DeRosa",574,"CHC",2.5,87,75,0.028735632183908
2015,"Carlos González",608,"COL",2.8,71,91,0.0394366197183099
2018,"Brandon Crawford",594,"SFG",2.6,70,92,0.0371428571428571
2018,"Justin Smoak",594,"TOR",2.4,69,93,0.0347826086956522
2018,"Jurickson Profar",594,"TEX",2.2,71,91,0.0309859154929578
2006,"Adam Everett",566,"HOU",2.2,83,79,0.0265060240963855
2022,"J.D. Martinez",596,"BOS",1.4,76,86,0.0184210526315789
2022,"Myles Straw",596,"CLE",1.4,88,74,0.0159090909090909
2014,"Jayson Werth",629,"WSN",5.3,97,65,0.054639175257732
2005,"Tadahito Iguchi",582,"CHW",3.3,91,71,0.0362637362637363
2008,"Ian Kinsler",583,"TEX",4.8,76,86,0.0631578947368421
2021,"Josh Bell",568,"WSN",2.2,72,90,0.0305555555555556
2000,"Brian Daubach",549,"BOS",0.6,86,76,0.00697674418604651
2013,"Edwin Encarnación",621,"TOR",4,77,85,0.051948051948052
2014,"Jhonny Peralta",628,"STL",4.6,83,79,0.0554216867469879
2002,"Preston Wilson",582,"MIA",1.9,75,87,0.0253333333333333
2002,"José Hernández",582,"MIL",4.5,61,101,0.0737704918032787
2003,"Doug Mientkiewicz",574,"MIN",3.7,85,77,0.0435294117647059
2023,"Isaac Paredes",571,"TBR",4.3,100,62,0.043
2008,"Edwin Encarnación",582,"CIN",1.6,72,90,0.0222222222222222
2012,"Carlos Pena",600,"TBR",0.6,95,67,0.00631578947368421
2012,"Zack Cozart",600,"CIN",1.9,91,71,0.0208791208791209
2021,"Jean Segura",567,"PHI",3.5,80,82,0.04375
2021,"Kyle Tucker",567,"HOU",5,101,61,0.0495049504950495
2000,"Andres Galarraga",548,"ATL",1.5,90,72,0.0166666666666667
2018,"Eddie Rosario",592,"MIN",3.3,77,85,0.0428571428571429
2018,"Amed Rosario",592,"NYM",0.4,78,84,0.00512820512820513
2016,"Gregory Polanco",587,"PIT",2,78,83,0.0256410256410256
2017,"Joe Panik",573,"SFG",1.9,67,95,0.0283582089552239
2006,"Travis Hafner",564,"CLE",6,89,73,0.0674157303370786
2009,"Asdrúbal Cabrera",581,"CLE",3,73,89,0.0410958904109589
2024,"Seiya Suzuki",585,"CHC",3.6,88,74,0.0409090909090909
2014,"Ben Revere",626,"PHI",1.8,73,89,0.0246575342465753
2018,"Nelson Cruz",591,"SEA",2.8,77,85,0.0363636363636364
2011,"Danny Valencia",608,"MIN",-0.6,62,100,-0.00967741935483871
2005,"Jermaine Dye",579,"CHW",2.2,91,71,0.0241758241758242
2002,"Todd Zeile",580,"COL",-0.3,70,92,-0.00428571428571429
2003,"Deivi Cruz",572,"BAL",0.7,74,88,0.00945945945945946
2023,"Cal Raleigh",569,"SEA",4.3,91,71,0.0472527472527473
2012,"Paul Konerko",598,"CHW",2.1,88,74,0.0238636363636364
2012,"Eric Hosmer",598,"KCR",-1.4,74,88,-0.0189189189189189
2007,"Jason Bartlett",570,"MIN",3.3,80,82,0.04125
2009,"Luis Castillo",580,"NYM",1.5,72,90,0.0208333333333333
2013,"Zack Cozart",618,"CIN",1.6,93,69,0.0172043010752688
2024,"Riley Greene",584,"DET",4,85,77,0.0470588235294118
2021,"Eric Hosmer",565,"SDP",0.9,83,79,0.0108433734939759
2021,"Nicky Lopez",565,"KCR",5.5,71,91,0.0774647887323944
2015,"Lorenzo Cain",604,"KCR",6.1,90,72,0.0677777777777778
2015,"Evan Gattis",604,"HOU",0.3,93,69,0.0032258064516129
2004,"Torii Hunter",569,"MIN",2.6,87,75,0.0298850574712644
2010,"Mark Reynolds",596,"ARI",1.7,69,93,0.0246376811594203
2022,"Daulton Varsho",592,"ARI",4.4,77,85,0.0571428571428571
2018,"José Martínez",590,"STL",1.8,88,74,0.0204545454545455
2000,"Derrek Lee",546,"MIA",1.8,74,87,0.0243243243243243
2000,"Randy Velarde",546,"OAK",2.1,92,69,0.0228260869565217
2011,"Derek Jeter",607,"NYY",2.2,101,61,0.0217821782178218
2006,"Jose Castillo",562,"PIT",-0.8,70,92,-0.0114285714285714
2019,"Javier Báez",561,"CHC",5.6,90,72,0.0622222222222222
2005,"Travis Hafner",578,"CLE",5.3,96,66,0.0552083333333333
2002,"Gary Sheffield",579,"ATL",4.8,96,64,0.05
2012,"Bryce Harper",597,"WSN",4.4,96,66,0.0458333333333333
2007,"Manny Ramirez",569,"BOS",1.2,101,61,0.0118811881188119
2007,"Miguel Tejada",569,"BAL",1.9,71,91,0.0267605633802817
2024,"Ketel Marte",583,"ARI",6.3,90,72,0.07
2015,"Freddy Galvis",603,"PHI",1.6,62,100,0.0258064516129032
2015,"Neil Walker",603,"PIT",2.6,93,69,0.0279569892473118
2010,"Alex Rodriguez",595,"NYY",4,97,65,0.0412371134020619
2000,"Sean Casey",545,"CIN",3.7,87,75,0.0425287356321839
2000,"Mike Piazza",545,"NYM",5.8,88,74,0.0659090909090909
2000,"Greg Vaughn",545,"TBR",2.2,70,91,0.0314285714285714
2011,"Carlos Pena",606,"CHC",2.5,70,92,0.0357142857142857
2011,"Troy Tulowitzki",606,"COL",5.4,77,85,0.0701298701298701
2016,"Brandon Phillips",584,"CIN",-0.2,68,94,-0.00294117647058824
2016,"Jordy Mercer",584,"PIT",2.6,78,83,0.0333333333333333
2016,"Kevin Pillar",584,"TOR",1.8,91,71,0.0197802197802198
2017,"Brandon Crawford",570,"SFG",1.8,67,95,0.026865671641791
2017,"Didi Gregorius",570,"NYY",2.6,100,62,0.026
2017,"Yasiel Puig",570,"LAD",2.6,102,60,0.0254901960784314
2019,"Brandon Crawford",560,"SFG",0.7,71,91,0.00985915492957746
2002,"Vinny Castilla",578,"ATL",-1.5,96,64,-0.015625
2023,"James Outman",567,"LAD",4,100,62,0.04
2009,"Jason Kubel",578,"MIN",2.3,86,77,0.0267441860465116
2015,"Brett Lawrie",602,"OAK",0.9,77,85,0.0116883116883117
2004,"Chipper Jones",567,"ATL",3.3,95,67,0.0347368421052632
2022,"Javier Báez",590,"DET",2,63,99,0.0317460317460317
2022,"Carlos Correa",590,"MIN",4.6,82,80,0.0560975609756098
2018,"Dee Strange-Gordon",588,"SEA",0.3,77,85,0.0038961038961039
2011,"David Ortiz",605,"BOS",3.7,94,68,0.0393617021276596
2011,"Erick Aybar",605,"LAA",3.8,85,77,0.0447058823529412
2000,"Mark Quinn",544,"KCR",1.5,77,85,0.0194805194805195
2006,"Ramon Hernandez",560,"BAL",4.1,69,93,0.0594202898550725
2019,"Yoán Moncada",559,"CHW",5.2,69,92,0.0753623188405797
2002,"Steve Finley",577,"ARI",4.2,95,67,0.0442105263157895
2003,"Jose Valentin",569,"CHW",3.9,88,74,0.0443181818181818
2014,"José Abreu",622,"CHW",5.3,71,91,0.0746478873239437
2023,"Austin Hays",566,"BAL",2.5,94,68,0.0265957446808511
2008,"David DeJesus",577,"KCR",2.6,72,90,0.0361111111111111
2015,"Avisaíl García",601,"CHW",-0.3,72,90,-0.00416666666666667
2015,"Billy Butler",601,"OAK",-0.8,77,85,-0.0103896103896104
2015,"Marcus Semien",601,"OAK",1.4,77,85,0.0181818181818182
2022,"Jeff McNeil",589,"NYM",5.6,99,63,0.0565656565656566
2018,"Travis Shaw",587,"MIL",3.7,91,72,0.0406593406593407
2004,"Aaron Miles",566,"COL",-0.1,73,89,-0.00136986301369863
2001,"Paul O'Neill",563,"NYY",0.6,89,71,0.00674157303370787
2016,"Daniel Murphy",582,"WSN",4.7,97,65,0.0484536082474227
2017,"Buster Posey",568,"SFG",4.9,67,95,0.073134328358209
2017,"Max Kepler",568,"MIN",1.8,83,79,0.0216867469879518
2017,"Chris Taylor",568,"LAD",4.6,102,60,0.0450980392156863
2006,"Frank Thomas",559,"OAK",2.4,85,77,0.0282352941176471
2019,"Daniel Vogelbach",558,"SEA",1,69,93,0.0144927536231884
2002,"Carlos Lee",576,"CHW",2,86,76,0.0232558139534884
2002,"Corey Koskie",576,"MIN",5,86,75,0.0581395348837209
2002,"Jim Edmonds",576,"STL",6.7,95,67,0.0705263157894737
2002,"Tino Martinez",576,"STL",1.3,95,67,0.0136842105263158
2012,"Howie Kendrick",594,"LAA",2.3,88,74,0.0261363636363636
2014,"Melky Cabrera",621,"TOR",3.1,85,77,0.0364705882352941
2013,"Pedro Alvarez",614,"PIT",2.8,88,74,0.0318181818181818
2013,"Ian Kinsler",614,"TEX",2.8,92,71,0.0304347826086956
2013,"Austin Jackson",614,"DET",3.2,99,63,0.0323232323232323
2007,"Corey Hart",566,"MIL",4.2,83,79,0.0506024096385542
2007,"Ian Kinsler",566,"TEX",2.5,79,83,0.0316455696202532
2004,"Rocco Baldelli",565,"TBR",2.2,68,93,0.0323529411764706
2021,"Tommy Pham",561,"SDP",1,83,79,0.0120481927710843
2016,"Yadier Molina",581,"STL",4.5,88,74,0.0511363636363636
2001,"Greg Vaughn",562,"TBR",1.1,61,101,0.0180327868852459
2000,"Rafael Furcal",542,"ATL",3.3,90,72,0.0366666666666667
2000,"Ricky Gutierrez",542,"CHC",1.3,69,93,0.0188405797101449
2006,"Manny Ramirez",558,"BOS",2.9,81,81,0.0358024691358025
2006,"Mark Kotsay",558,"OAK",-0.4,85,77,-0.00470588235294118
2014,"Alcides Escobar",620,"KCR",3.5,84,78,0.0416666666666667
2012,"Matt Wieters",593,"BAL",4.1,82,80,0.05
2024,"Jake Burger",579,"MIA",1.4,61,101,0.0229508196721311
2004,"Sean Burroughs",564,"SDP",2.2,87,75,0.0252873563218391
2017,"Jean Segura",566,"SEA",3.5,79,83,0.0443037974683544
2000,"Damian Jackson",541,"SDP",2.6,75,87,0.0346666666666667
2000,"Scott Rolen",541,"PHI",4.6,69,93,0.0666666666666667
2000,"Kevin Young",541,"PIT",-1.2,73,89,-0.0164383561643836
2006,"Adam LaRoche",557,"ATL",2.2,85,77,0.0258823529411765
2005,"Royce Clayton",573,"ARI",0.1,66,96,0.00151515151515152
2005,"Garrett Atkins",573,"COL",1.9,70,92,0.0271428571428571
2019,"George Springer",556,"HOU",6.1,107,55,0.0570093457943925
2003,"Joe Randa",566,"KCR",2.4,78,84,0.0307692307692308
2009,"Jermaine Dye",574,"CHW",-0.8,80,82,-0.01
2011,"Giancarlo Stanton",601,"MIA",4.3,72,90,0.0597222222222222
2013,"Michael Brantley",611,"CLE",1.9,90,72,0.0211111111111111
2006,"Conor Jackson",556,"ARI",0.4,80,82,0.005
2002,"Eric Karros",573,"LAD",1.4,89,73,0.0157303370786517
2019,"Yolmer Sánchez",555,"CHW",0.4,69,92,0.00579710144927536
